humidity,lat,lon,peak_gust_speed,pressure,rain,rain_10min,rain_12hr,rain_1hr,rain_24hr,rain_2d,rain_3d,rain_3hr,rain_6hr,rain_now,stationId,stationName,sunshine_duration,temperature,timestamp_now,timestamp_rain,timestamp_weather,uv_index,visibility,weather,wind_dir,wind_speed
81.0,23.214972,120.135761,,1000.2,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,C0X280,將軍,,28.5,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,189.0,5.8
96.0,24.757275,121.184792,1.7,-99.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,C2D720,關西工作站,-99.0,25.3,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,-99,-99,晴,270.0,0.5
78.0,24.950944,121.030583,10.0,-99.0,,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,72C440,桃園農改,-99.0,28.7,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,-99,-99,晴,220.0,2.7
,24.663333,121.397222,,,,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,81C790,華陵,,,,2025-07-31T23:00:00+08:00,,,,,,
99.0,23.587642,121.378225,,967.5,12.0,0.0,5.0,0.0,13.5,25.5,26.0,0.0,1.5,12.0,C0Z080,富源,,23.4,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,193.0,0.3
87.0,25.00235,121.575728,,994.6,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,C0AC80,文山,,28.7,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,0.0,0.0
,22.748999,120.728297,,,,0.0,104.0,1.0,248.0,522.0,647.0,19.0,59.0,239.0,O1S690,神山,,,,2025-07-31T23:00:00+08:00,,,,,,
93.0,23.485028,120.473806,4.5,-99.0,,0.0,59.0,0.0,70.0,172.5,267.0,0.0,29.5,70.0,G2L020,嘉義農試,-99.0,26.3,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,-99,-99,陰,170.0,1.8
95.0,24.200172,120.815806,,943.4,296.0,0.0,24.0,0.0,312.5,402.5,612.5,2.5,9.5,296.0,C0F9V0,新社,,23.5,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,177.0,2.9
,22.997838,120.633563,,,,0.0,108.0,1.0,252.0,540.0,701.0,12.0,48.0,245.0,01V040,六龜(4),,,,2025-07-31T23:00:00+08:00,,,,,,
100.0,23.763919,120.788061,1.2,-99.0,,0.0,104.5,0.0,274.0,645.5,661.0,13.0,13.5,229.5,C2H9U0,鳳鵬,-99.0,22.9,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,-99,-99,陰,180.0,0.3
,25.134398,121.476914,,,,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,A1A9U0,桃源國中,,,,2025-07-31T23:00:00+08:00,,,,,,
100.0,23.14841,120.63325,,956.1,196.0,0.0,93.5,1.5,203.5,520.0,646.0,4.0,40.0,196.0,C0V820,小林,,24.3,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,5.0,0.7
62.0,24.241394,121.712472,,997.2,10.0,0.0,0.5,0.0,10.0,10.0,13.5,0.0,0.0,10.0,C0TA50,和仁,,29.9,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,310.0,2.9
,22.964938,120.359823,,,,0.0,6.0,0.0,8.0,14.0,59.0,4.0,4.0,8.0,01N860,崎頂,,,,2025-07-31T23:00:00+08:00,,,,,,
87.0,23.076694,120.144861,3.7,-99.0,,0.0,0.5,0.0,1.0,32.5,41.0,0.0,0.0,1.0,C2O950,安南,-99.0,28.6,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,-99,-99,陰,250.0,1.1
100.0,22.833111,120.683889,,895.6,295.5,0.0,123.0,0.0,301.0,777.0,1000.0,12.0,81.5,295.5,C0R100,尾寮山,,21.7,,2025-07-31T23:00:00+08:00,2025-07-31T23:00:00+08:00,,,,202.0,1.8
